,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
127,Arabica,sanjava coffee,Indonesia,sran temanggung plantation,1,wet hulling,,pt. shriya artha nusantara,1200,"temanggung, indonesia",PT. Shriya Artha Nusantara,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67
128,Arabica,松澤宏樹 koju matsuzawa,Japan,ada farm,MCRKPBG 15/16,ada farm,,matsuzawa coffee,170,ada okinawa japan,Taijiro TOKUDA,7.75,7.75,7.75,7.42,08.08,7.83,10,10,10,08.08,84.67
129,Arabica,rodrigo soto,Costa Rica,rio jorco,Tarrazu,rio jorco,5-423-0128,panamerican coffee trading,1150,tarrazu,Johanna,08.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67
130,Arabica,juan luis alvarado romero,Guatemala,san diego buena vista,11/08/0109,san diego buena vista,11/08/0109,"waelti schoenfeld exportadores de cafe, s.a.",1600,acatenango,JUAN BOCK,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67
131,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,,coopetarrazú,5-114-0171,coopetarrazú.r.l,1750,tarrazu,Coopetarrazú,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84.67
132,Arabica,essencecoffee,Ethiopia,moplaco,,moplaco,33,essence coffee,1900m,yirgacheffe,Moplaco,08.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67
133,Arabica,essencecoffee,Costa Rica,finca salaca las brisas,,beneficio las brisas,58180422,essence coffee,1750m,costa rica,Maria Elena Castro,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67
134,Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5-0048-0052,coricafe s.a.,1200,west valley,CORICAFE BLEND,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67
135,Arabica,rob tuttle,Costa Rica,,,,5-1106-0011,thrive farmers,,,,08.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,84.67
136,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon 龍咖啡,,dragon coffee 龍咖,,blossom valley宸嶧國際,1000 m,taichung xinshe 台中市新社區,Gu yong long 古永龍,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,84.67
137,Arabica,compañia colombiana agroindustrial s.a,Colombia,,,trilladora agricola,3-79-0543,ecom cca sa,1550,santander,,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84.67
138,Arabica,dream together,Kenya,,,,n/a,dream together inc.,2000,nyeri,Sasini,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67
139,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/1088,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67
140,Arabica,juan luis alvarado romero,Guatemala,valparaiso,,beneficio valparaiso,11/1886/02,sertrasa,5000,acatenango,SERTRASA,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67
141,Arabica,organizaciones de productores de cafe colimense,Mexico,"el nogal, la higuera, los laureles",,cafetaleros de el remudadero s.p.r. de r.l.,"703816889, 108282,703816891",organizaciones de productores de cafe colimense sa de cv,1200,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67
142,Arabica,afca,Uganda,,,ugacof,x,ugacof ltd,1700-1850m,mbale,,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84.67
143,Arabica,benjamin schmerler,Peru,,,,,,,"penachi, cecanor",CECANOR,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67
144,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,,coffee processing and warehouse enterpri,010/0145,,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67
145,Arabica,jungle estate,Kenya,jungle estate,10NG0093,nkg mills,,keremara limited,1754,nyeri,JUNGLE ESTATE,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58
146,Arabica,racafe & cia s.c.a,Colombia,,3-37-1724,bucaramanga,3-37-1724,racafe & cia s.c.a,1500,santander,,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,08.08,84.58
147,Arabica,racafe & cia s.c.a,Colombia,,3-37-1291,bachue,3-37-1291,racafe & cia s.c.a,,huila,La Plata,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58
148,Arabica,daniel magu,Kenya,blend,,sagana,KE 3127,c dorman ltd,1800,nyeri,BLEND,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58
149,Arabica,juan luis alvarado romero,Guatemala,el morito,,el morito,11/972/26,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58
150,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11-23-0291,"unex guatemala, s.a.",4000 psn,oriente,AMILCAR LAPOLA,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58
151,Arabica,compañia colombiana agroindustrial s.a,Colombia,,,trilladora agricola,3-79-0542,ecom cca sa,1550,santander,,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58
152,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0930,racafe & cia s.c.a,1600 a 1900 msnm,huila,La Plata,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58
153,Arabica,taylor winch (coffee) ltd.,Kenya,,,,,taylor winch (coffee) ltd,,,changeru wet mill,7.75,7.75,7.75,08.08,7.75,7.75,10,10,10,7.75,84.58
154,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0224,exportadora de cafe condor s.a,1750 msnm,huila,,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58
155,Arabica,lusso lab,Costa Rica,la chaparral,,,,lusso coffee lab,1450 ~ 1700 m,tres rios,,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58
156,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0005,exportadora de cafe condor s.a,1800 msnm,huila,varios,7.42,7.67,7.75,7.75,08.08,7.83,10,10,10,08.08,84.58
157,Arabica,nucoffee,Brazil,fazenda recreio,,,002/1251/0069,nucoffee,1300m,vale da grama,Homero Texeira de Macedo Junior,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58
158,Arabica,nucoffee,Brazil,fazenda vista alegre,,,002/1251/0076,nucoffee,1100m,mountains of minas gerais,Geraldo Paixão,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58
159,Arabica,max gurdian,Costa Rica,,S015.367,beneficio santo domingo - beneficio dosmil,5-0015-0029,beneficios volcafé costa rica,1200,valle central,Various,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5
160,Arabica,ecom japan limited,Uganda,kawacom sipi project,035/170/5071146⁠⁠⁠⁠,kawacom,035/170/5071146⁠⁠⁠⁠,kawacom uganda ltd,1750,eastern uganda,Kawacom Uganda Ltd,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5
161,Arabica,yunnan coffee exchange,China,menglian ban’an coffee processing factory,YNC-16018,menglian ban’an coffee processing factory,,yunnan coffee exchange,1680,yunnan,Menglian Ban’an Coffee Processing Factory,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5
162,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,,coopetarrazú,5-114-0170,coopetarrazú.r.l,1700,tarrazu,Coopetarrazú,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5
163,Arabica,federacion nacional de cafeteros,Colombia,,,cauca,01-4008,federacion nacional de cafeteros,1800,cauca,,08.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5
164,Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",,"puer jiangcheng fuwang coffee biotechnology co., ltd",1,"puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5
165,Arabica,juan luis alvarado romero,Guatemala,el sacramento,,beneficio ixchel,11/23/0398,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5
166,Arabica,dream together,Kenya,rumukia farmers,,sasini,,dream together co. ltd,2000 m,nyeri,,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5
167,Arabica,maria imelda uscanga martinez,Mexico,la barranca,,hustusco,1104548679,,1350,hustusco,MARIA IMELDA USCANGA MARTINEZ,8,7.92,7.42,08.08,7.5,7.67,10,10,10,7.92,84.5
168,Arabica,alfredo bojalil,Mexico,finca el retiro,,agroindustrias unidas de mexico,2222,ecomtrading,1500,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5
169,Arabica,juan luis alvarado romero,Guatemala,nueva granada,,beneficio nueva granada,11/326/06,"transcafe, s.a",,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5
170,Arabica,daniel friedlander,Brazil,,,mmm,mmm,,mmm,mmm,mmm,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5
171,Arabica,alexandra katona-carroll,Brazil,,,,TEST,,test,test,,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,84.5
172,Arabica,max gurdian,Costa Rica,several farmers,5-0015-0231,beneficio san diego,5-0015-0231,beneficios volcafé costa rica,1300,tarrazu,Beneficio San Diego,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42
173,Arabica,aulia arif syahri,Indonesia,darmawi,MANDHELING BRASTAGI,dry mill,To be advice,pt. olam indonesia,1400,sumatra brastagi,Surbakti,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42
174,Arabica,carcafe ltda ci,Colombia,,3-59-0318,neiva,3-59-0318,carcafe ltda,,pitalito,FRANKLIN DUSSAN,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42
175,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2940,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42
176,Arabica,kao ming lee,Taiwan,tropica galliard,,tropica galliard,Taiwan,tropica galliard,1200m,"mountain ali, taiwan",Kao Ming Lee,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42
177,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2234501 KONA FANCY,kona pacific farmers cooperative,,kona,,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,84.42
178,Arabica,maria amalia guadalupe toriello elorza,Mexico,finca la chiripa,,finca hamburgo,1506545936,finca hamburgo,900,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42
179,Arabica,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,,,010/0157,,,limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,84.42
180,Arabica,lydiah mwangi,Kenya,kigwandi,K25159,central kenya coffee mills,,c dorman ltd,1800,nyeri,mutheka,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33
181,Arabica,bismarck castro,Honduras,las cuchillas,152,cigrah s.a de c.v.,13-111-023,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33
182,Arabica,raúl vargas,Colombia,,1,san josé / neiva,03-05-0845,skn caribecafe ltda,,huila,,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33
183,Arabica,bismarck castro,Honduras,los hicaques,76,dry mill,13-111-032,cigrah s.a de c.v,1500,central region,Reinerio Zepeda,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33
184,Arabica,racafe & cia s.c.a,Colombia,,3-37-1704,bogota - bachue,3-37-1704,racafe & cia s.c.a,,la plata,,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33
185,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-2235,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,7.75,7.67,8,7.67,08.08,7.83,10,10,10,7.33,84.33
186,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0225,exportadora de cafe condor s.a,1800,huila,,7.75,7.58,7.33,7.83,7.58,08.08,10,10,10,8.17,84.33
187,Arabica,victor hugo melchor cordova,Mexico,la distancia,,la distancia,1506680144,,1700,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33
188,Arabica,nucoffee,Brazil,santa alina,,,,,1200m to 1350m,vale da grama,Lucia Maria da Silva Dias,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,84.33
189,Arabica,nucoffee,Brazil,fazenda baipendi,,,002/1251/0360,,900-1200m,south of minas,Antônio Pelucio,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33
190,Arabica,benjamin schmerler,Ethiopia,,,,,,3600-6200 ft,limu,Oromia Coffee Farmers Cooperative Union,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,84.33
191,Arabica,the coffee source inc.,Guatemala,las minas,,las minas,11-897-10,,4400-4700 ft,nuevo oriente,Miguel Hernandez,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,84.33
192,Arabica,"lin, che-hao krude 林哲豪",Taiwan,馨晴咖啡 good mood coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,馨晴咖啡 good mood coffee,Taiwan,taiwan coffee laboratory,1000,國姓鄉 guoshing township,黃美桃 Huang Mei Tao,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25
193,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,MCCRNX115/16,matsuzawa coffee,,matsuzawa coffee,1200,chiang rai thailand,Matsuzawa Coffee,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25
194,Arabica,carcafe ltda ci,Colombia,,3-59-3461,pasto,3-59-3461,carcafe ltda,2560,nariño,JOSE ALBEIRO GOMEZ,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25
195,Arabica,juan luis alvarado romero,Guatemala,finca medina,11/11711/59,beneficio siembras vision (154),11/11711/59,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25
196,Arabica,juan luis alvarado romero,Guatemala,finca san vicente,11/52/709,beneficio exportacafe agua santa,11/52/709,exportcafe,3607,huehuetenango,HORACIO CIFUENTES MARTINEZ,7.75,7.92,7.5,08.08,7.58,7.67,10,10,10,7.75,84.25
197,Arabica,yunnan coffee exchange,China,menglian county nayun town mangzhang coffee farm,YNC-16017,menglian county nayun town mangzhang coffee farm,,yunnan coffee exchange,1400,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25
198,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0637,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25
199,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-4823,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25
200,Arabica,federacion nacional de cafeteros,Colombia,,,cauca,01-3576,federacion nacional de cafeteros,1800,cauca,,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25
201,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-2270,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25
202,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",jacksom mwasenga,,tembo coffee company ltd,C46,tembo coffee company ltd,1620m,shizingo village,Tembo Coffee Company Ltd,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25
203,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",suma jkt itende,,taylor winch (t) ltd,C12,taylor winch (t) ltd,1600,mbeya,Taylor Winch (T) ltd,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25
204,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0561,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25
205,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0290,exportadora de cafe condor s.a,1700,cauca,,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25
206,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2230302 KONA NO. 1,kona pacific farmers cooperative,,kona,,7.33,7.92,7.92,7.92,7.92,08.08,10,10,9.33,7.83,84.25
207,Arabica,jesus salazar velasco,Mexico,pante carajillo,,"san pedro cotzilnam, municipio de aldama, chiapas",0,carajillo café sa de cv,1450,san pedro cotzilnam,JESUS SALAZAR VELASCO,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25
208,Arabica,manuel herrera juarez,Mexico,finca los barreales,,finca los barreales,1,,1170,veracruz,MANUEL HERRERA JUAREZ,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25
209,Arabica,alfredo bojalil,Mexico,finca santa teresa,,"la concordia, chiapas",2222,ecomtrading,1400,"la concordia, chiapas",ERNST POHLENZ AGUILAR,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25
210,Arabica,afca,Uganda,,,bukonzo joint cfs,x,bukonzo joint cfs,1700m,kasese,,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,84.25
211,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0365,beneficio ixchel,11/23/0365,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,84.17
212,Arabica,racafe & cia s.c.a,Colombia,,3-37-3825,bachue,3-37-3825,racafe & cia s.c.a,,huila,La Plata,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17
213,Arabica,wayner jimenez,Costa Rica,los girasoles,EC-1180,los angeles micro-mill,5-818-0450,exclusive coffee - costa rica,1700,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17
214,Arabica,juan luis alvarado romero,Guatemala,finca la joya,11/52/1170,beneficio exportacafe agua santa,11/52/1170,exportcafe,3664,huehuetenango,DARY COLMAN ALVARADO VILLATORO,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17
215,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,11/752/01,beneficio palinsa,11/752/01,cafcom,1565,solola,FERNANDO FAHSEN,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17
216,Arabica,juan luis alvarado romero,Guatemala,chapultepec,11/23/0335,beneficio ixchel,11/23/0335,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17
217,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-4173,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17
218,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,,beneficio humedo,017/176/165,cooperativa el gorrion r.l,de 900 a 1100 msnm,jinotega,COOPERATIVA EL GORRION RL,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17
219,Arabica,cafebras,Brazil,pantano,,via seca,002/1495/0607,cafebras comercio de cafés do brasil sa,1150,cerrado,MAURO GALHERI,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17
220,Arabica,"ceca, s.a.",Costa Rica,gamboa,,beneficio montañas del diamante,5-025-0111,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17
221,Arabica,asefa dukamo keroma,Ethiopia,asefa dukamo coffee plantation,,gudmale,2014/15,asefa dukamo coffee plantetion,1545-1668 masl,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17
222,Arabica,selian coffee estate,"Tanzania, United Republic Of",selian coffee estate,,selian coffee estate,C31,selian coffee estate,1400,arusha,Selian Coffee Estate,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17
223,Arabica,olam agro colombia,Colombia,,,trilladora asia,329,olam international ltd,1530,huila,,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17
224,Arabica,chris finch,Guatemala,,,,11/43984/0001,volcafe specialty coffee,,,,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,84.17
225,Arabica,itochu corporation,Kenya,,,,37-0569-2730,taylor winch (coffee) ltd,approx. 1'500 metres a.s.l.,kenya,,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,84.17
226,Arabica,owen carver,Brazil,café do paraíso,,café do paraíso,not assigned,café do paraíso,894m - 1183m,"minas gerais, br",Café do Paraíso,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17
227,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,,beneficio ixchel,11/9772/2,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17
228,Arabica,atlantic specialty coffee,El Salvador,el majahual,,j. hill y cia,09-060-24,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,8.42,08.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17
229,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0019,exportadora de cafe condor s.a,1750 msnm,huila,,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,84.17
230,Arabica,juan luis alvarado romero,Guatemala,el limon,,beneficio serben,11-853-053,unicafe,,guatemala,WILLIAM ESTUARDO MARTINEZ PACHECO,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,84.17
231,Arabica,afca,Uganda,,,great lakes coffee,x,great lakes coffee,1500-1700m,mt. rwenzori,,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,84.17
232,Arabica,pt.royal pacific indah international,Indonesia,"mus, eman",1,dry mill or hulling facility,,pt. royal pacific indah international,,aceh tengah,ANTON GAYO,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,84.13
233,Arabica,carcafe ltda ci,Colombia,,3-59-0503,neiva,3-59-0503,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08
234,Arabica,"lin, che-hao krude 林哲豪",Taiwan,chang yu liang 張玉良,2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次,chang yu liang 張玉良,Taiwan,taiwan coffee laboratory,968,"nanxi dist., tainan city 臺南市楠西區",CHANG YU LIANG 張玉良,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,84.08
235,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0178,beneficio ixchel,11/23/0178,"unex guatemala, s.a.",,oriente,MARGARITA AVILA DE NUYENS,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,84.08
236,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0118,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08
237,Arabica,lusso lab,Guatemala,aprocafi,,,-,lusso coffee lab,1550,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08
238,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2234504 KONA PRIME,kona pacific farmers cooperative,,kona,,7.83,7.75,7.83,7.83,7.42,08.08,9.33,10,10,8,84.08
239,Arabica,andres martinez leon,Mexico,la lagunilla,,agroindustrias unidas de mexico,1405843946,,1480,santo domingo cacalotepec,ANDRES MARTINEZ LEON,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08
240,Arabica,steven kil,Ethiopia,,,,010-0343-0083,the specialty coffee appraisers institute of asia,1800m,"ethiopia, sidamo",,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,84.08
241,Arabica,amanda powers,Costa Rica,,CR-3,"exclusive coffees s.a,",,thrive farmers,,,,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,84
242,Arabica,kyagalanyi coffee ltd,Ethiopia,kerchanshe,S3/01/2017,kerchanshe,,kyagalanyi coffee ltd,1800,sidamo,Kerchanshe Trading P.L.C,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,84
243,Arabica,bismarck castro,Honduras,las cuchillas,96,cigrah s.a de c.v.,13-111-038,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84
